message,severity,attributes,tags,timestamp
2026-03-20 12:30:45.117 UTC [82] LOG:  checkpoint starting: time,error,"{""level"":""error""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""299ca448-edaf-4992-8b07-c1352530bd9a"",""deployment"":""514caf72-39f0-4ef9-8b92-5fbc9a7ab1b2"",""replica"":""b5c08b78-55b4-498c-ab98-1270feceb7d9""}",2026-03-20T12:30:47.070926713Z
"2026-03-20 12:30:45.936 UTC [82] LOG:  checkpoint complete: wrote 8 buffers (0.0%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=0.804 s, sync=0.006 s, total=0.819 s; sync files=9, longest=0.004 s, average=0.001 s; distance=2 kB, estimate=384 kB; lsn=0/1CC0570, redo lsn=0/1CC0518",error,"{""level"":""error""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""299ca448-edaf-4992-8b07-c1352530bd9a"",""deployment"":""514caf72-39f0-4ef9-8b92-5fbc9a7ab1b2"",""replica"":""b5c08b78-55b4-498c-ab98-1270feceb7d9""}",2026-03-20T12:30:47.070934270Z
Starting Container,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:21.990135276Z
2026-03-20 12:32:21 [[32minfo[39m]: Starting order verifier...,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.194961177Z
,info,"{""ts"":""2026-03-20T12:32:21.884Z"",""event"":""order_verifier.started"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.194978461Z
[dotenv@17.3.1] injecting env (0) from .env -- tip: ⚙️  specify custom .env file path with { path: '/custom/path/.env' },info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195062256Z
[dotenv@17.3.1] injecting env (0) from .env -- tip: 🔐 prevent committing .env to code: https://dotenvx.com/precommit,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195067306Z
[dotenv@17.3.1] injecting env (0) from .env -- tip: ⚙️  specify custom .env file path with { path: '/custom/path/.env' },info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195071712Z
"[dotenv@17.3.1] injecting env (0) from .env -- tip: ⚙️  load multiple .env files with { path: ['.env.local', '.env'] }",info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195076213Z
,info,"{""ts"":""2026-03-20T12:32:21.536Z"",""event"":""server.starting"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195080348Z
,info,"{""ts"":""2026-03-20T12:32:21.537Z"",""event"":""db.schema_init_started"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195085883Z
,info,"{""ts"":""2026-03-20T12:32:21.697Z"",""event"":""db.connected"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195091786Z
,warn,"{""ts"":""2026-03-20T12:32:21.699Z"",""rowCount"":null,""event"":""db.slow_query"",""sql"":""\n    CREATE TABLE IF NOT EXISTS users (\n      id SERIAL PRIMARY KEY,\n      google_id VARCHAR(255) UN"",""durationMs"":162,""level"":""warn""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195098360Z
,info,"{""ts"":""2026-03-20T12:32:21.710Z"",""event"":""db.schema_init_completed"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195104635Z
,info,"{""ts"":""2026-03-20T12:32:21.710Z"",""event"":""db.initialized"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195110612Z
,info,"{""ts"":""2026-03-20T12:32:21.711Z"",""host"":""0.0.0.0"",""event"":""server.started"",""port"":8080,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195116808Z
2026-03-20 12:32:21 [[32minfo[39m]: Order verifier connected to network: 1,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.195123124Z
,warn,"{""ts"":""2026-03-20T12:32:22.429Z"",""event"":""redis.reconnect_aborted_using_memory_cache"",""level"":""warn""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.431875327Z
,warn,"{""ts"":""2026-03-20T12:32:22.430Z"",""error"":{""name"":""AggregateError"",""message"":"""",""stack"":""AggregateError [ECONNREFUSED]: \n    at internalConnectMultiple (node:net:1134:18)\n    at afterConnectMultiple (node:net:1715:7)""},""event"":""redis.unavailable_using_memory_cache"",""level"":""warn""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:22.431883130Z
,info,"{""ts"":""2026-03-20T12:32:20.344Z"",""activeRoomCount"":0,""event"":""lobby.check_queue"",""stakeLevel"":""medium"",""queueLength"":1,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""ad23813b-6930-4f7c-a214-15c1bfc2d613"",""replica"":""1d87648a-9853-4a71-981e-dff2bae12af0""}",2026-03-20T12:32:22.894768363Z
,info,"{""ts"":""2026-03-20T12:32:20.344Z"",""minPlayers"":2,""event"":""lobby.waiting_for_more_players"",""stakeLevel"":""medium"",""queueLength"":1,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""ad23813b-6930-4f7c-a214-15c1bfc2d613"",""replica"":""1d87648a-9853-4a71-981e-dff2bae12af0""}",2026-03-20T12:32:22.894781872Z
,info,"{""ts"":""2026-03-20T12:32:14.691Z"",""userId"":6,""event"":""socket.disconnected"",""socketId"":""OQp4upDwPig1NNWaAAAB"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""ad23813b-6930-4f7c-a214-15c1bfc2d613"",""replica"":""1d87648a-9853-4a71-981e-dff2bae12af0""}",2026-03-20T12:32:22.894800399Z
,info,"{""ts"":""2026-03-20T12:32:19.297Z"",""authType"":""jwt"",""event"":""socket.connected"",""socketId"":""14SXMvhDJaRB8RMrAAAD"",""userId"":6,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""ad23813b-6930-4f7c-a214-15c1bfc2d613"",""replica"":""1d87648a-9853-4a71-981e-dff2bae12af0""}",2026-03-20T12:32:22.894807186Z
,info,"{""ts"":""2026-03-20T12:32:19.842Z"",""stakeLevel"":""medium"",""event"":""socket.lobby_join"",""socketId"":""14SXMvhDJaRB8RMrAAAD"",""userId"":6,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""ad23813b-6930-4f7c-a214-15c1bfc2d613"",""replica"":""1d87648a-9853-4a71-981e-dff2bae12af0""}",2026-03-20T12:32:22.894812739Z
,info,"{""ts"":""2026-03-20T12:32:19.842Z"",""queueLength"":0,""event"":""lobby.join_queue_attempt"",""userId"":6,""username"":""Guest6356"",""stakeLevel"":""medium"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""ad23813b-6930-4f7c-a214-15c1bfc2d613"",""replica"":""1d87648a-9853-4a71-981e-dff2bae12af0""}",2026-03-20T12:32:22.894819667Z
,info,"{""ts"":""2026-03-20T12:32:19.843Z"",""chips"":10000,""event"":""lobby.joined_queue"",""userId"":6,""username"":""Guest6356"",""stakeLevel"":""medium"",""queueLength"":1,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""ad23813b-6930-4f7c-a214-15c1bfc2d613"",""replica"":""1d87648a-9853-4a71-981e-dff2bae12af0""}",2026-03-20T12:32:22.894828927Z
Stopping Container,info,"{""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""ad23813b-6930-4f7c-a214-15c1bfc2d613"",""replica"":""1d87648a-9853-4a71-981e-dff2bae12af0""}",2026-03-20T12:32:40.118893275Z
,info,"{""ts"":""2026-03-20T12:32:42.373Z"",""authType"":""jwt"",""event"":""socket.connected"",""socketId"":""YxwryacrlN7x9J7gAAAB"",""userId"":6,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:42.430732680Z
,info,"{""ts"":""2026-03-20T12:32:52.363Z"",""authType"":""jwt"",""event"":""socket.connected"",""socketId"":""Tikpq6UqDwjktIEoAAAD"",""userId"":7,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:52.365734897Z
,info,"{""ts"":""2026-03-20T12:32:53.972Z"",""stakeLevel"":""medium"",""event"":""socket.lobby_join"",""socketId"":""Tikpq6UqDwjktIEoAAAD"",""userId"":7,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:53.975142955Z
,info,"{""ts"":""2026-03-20T12:32:53.973Z"",""queueLength"":0,""event"":""lobby.join_queue_attempt"",""userId"":7,""username"":""Guest3928"",""stakeLevel"":""medium"",""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:53.975147330Z
,info,"{""ts"":""2026-03-20T12:32:53.974Z"",""chips"":10000,""event"":""lobby.joined_queue"",""userId"":7,""username"":""Guest3928"",""stakeLevel"":""medium"",""queueLength"":1,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:53.976781517Z
,info,"{""ts"":""2026-03-20T12:32:54.475Z"",""activeRoomCount"":0,""event"":""lobby.check_queue"",""stakeLevel"":""medium"",""queueLength"":1,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:54.476295006Z
,info,"{""ts"":""2026-03-20T12:32:54.475Z"",""minPlayers"":2,""event"":""lobby.waiting_for_more_players"",""stakeLevel"":""medium"",""queueLength"":1,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""adbee261-f1db-41e6-8f75-318031c249ab"",""deployment"":""2e9bad52-3c04-458d-8c62-e88fd11ecb9c"",""replica"":""4b952da4-5a7f-4f62-be26-747d61396abe""}",2026-03-20T12:32:54.476305784Z
handled request,info,"{""resp_headers"":{""Content-Encoding"":[""gzip""],""Vary"":[""Accept-Encoding""],""Etag"":[""\""dh7lxe172s5cdeb-gzip\""""],""Content-Type"":[""text/html; charset=utf-8""],""Last-Modified"":[""Fri, 20 Mar 2026 12:27:03 GMT""],""X-Content-Type-Options"":[""nosniff""]},""ts"":1774010049.5281656,""logger"":""http.log.access.log0"",""request"":{""remote_ip"":""100.64.0.4"",""remote_port"":""62102"",""client_ip"":""118.163.198.6"",""proto"":""HTTP/1.1"",""method"":""GET"",""host"":""texas-hold-em-poker-production-121b.up.railway.app"",""uri"":""/"",""headers"":{""X-Forwarded-Host"":[""texas-hold-em-poker-production-121b.up.railway.app""],""X-Forwarded-Proto"":[""https""],""Accept-Encoding"":[""gzip, deflate, br, zstd""],""Sec-Fetch-Mode"":[""navigate""],""User-Agent"":[""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36""],""X-Real-Ip"":[""118.163.198.6""],""X-Forwarded-For"":[""118.163.198.6""],""Priority"":[""u=0, i""],""X-Railway-Edge"":[""railway/asia-southeast1-eqsg3a""],""X-Request-Start"":[""1774010049270""],""Sec-Ch-Ua-Mobile"":[""?0""],""Sec-Ch-Ua-Platform"":[""\""macOS\""""],""Sec-Ch-Ua"":[""\""Chromium\"";v=\""146\"", \""Not-A.Brand\"";v=\""24\"", \""Google Chrome\"";v=\""146\""""],""Sec-Fetch-Dest"":[""document""],""Accept"":[""text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7""],""X-Railway-Request-Id"":[""M_YWc3gMS16qqNCtacI7Nw""],""Accept-Language"":[""zh-CN,zh;q=0.9""],""Cache-Control"":[""max-age=0""],""Upgrade-Insecure-Requests"":[""1""],""Cookie"":[""REDACTED""],""Sec-Fetch-User"":[""?1""],""Sec-Fetch-Site"":[""none""]}},""bytes_read"":0,""user_id"":"""",""duration"":0.001371395,""size"":4282,""status"":200,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""5055da8c-1d60-4b31-80ad-bd81c3d13bf2"",""replica"":""82457cec-1f37-4bcb-837f-3dba7859e24c""}",2026-03-20T12:34:10.851485591Z
handled request,info,"{""resp_headers"":{""Vary"":[""Accept-Encoding""],""Etag"":[""\""dh7lxe172s5ctjo-gzip\""""],""Content-Type"":[""text/css; charset=utf-8""],""Last-Modified"":[""Fri, 20 Mar 2026 12:27:03 GMT""],""X-Content-Type-Options"":[""nosniff""],""Content-Encoding"":[""gzip""]},""ts"":1774010050.2516844,""logger"":""http.log.access.log0"",""request"":{""remote_ip"":""100.64.0.4"",""remote_port"":""62102"",""client_ip"":""118.163.198.6"",""proto"":""HTTP/1.1"",""method"":""GET"",""host"":""texas-hold-em-poker-production-121b.up.railway.app"",""uri"":""/assets/index-D8n8F236.css"",""headers"":{""X-Forwarded-Proto"":[""https""],""Priority"":[""u=0""],""Referer"":[""https://texas-hold-em-poker-production-121b.up.railway.app/""],""X-Request-Start"":[""1774010050166""],""Sec-Fetch-Site"":[""same-origin""],""Cookie"":[""REDACTED""],""Accept-Encoding"":[""gzip, deflate, br, zstd""],""Accept-Language"":[""zh-CN,zh;q=0.9""],""X-Railway-Request-Id"":[""DZ0UcKBfRuOuzA7TacI7Nw""],""Accept"":[""text/css,*/*;q=0.1""],""Sec-Fetch-Mode"":[""cors""],""Sec-Ch-Ua"":[""\""Chromium\"";v=\""146\"", \""Not-A.Brand\"";v=\""24\"", \""Google Chrome\"";v=\""146\""""],""Sec-Ch-Ua-Mobile"":[""?0""],""X-Railway-Edge"":[""railway/asia-southeast1-eqsg3a""],""X-Real-Ip"":[""118.163.198.6""],""Origin"":[""https://texas-hold-em-poker-production-121b.up.railway.app""],""Sec-Fetch-Dest"":[""style""],""User-Agent"":[""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36""],""Sec-Ch-Ua-Platform"":[""\""macOS\""""],""X-Forwarded-Host"":[""texas-hold-em-poker-production-121b.up.railway.app""],""X-Forwarded-For"":[""118.163.198.6""]}},""bytes_read"":0,""user_id"":"""",""duration"":0.001169574,""size"":8019,""status"":200,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""5055da8c-1d60-4b31-80ad-bd81c3d13bf2"",""replica"":""82457cec-1f37-4bcb-837f-3dba7859e24c""}",2026-03-20T12:34:10.851491536Z
handled request,info,"{""resp_headers"":{""Vary"":[""Accept-Encoding""],""Etag"":[""\""dh7lxe172s5cdeb-gzip\""""],""Content-Type"":[""text/html; charset=utf-8""],""Last-Modified"":[""Fri, 20 Mar 2026 12:27:03 GMT""],""X-Content-Type-Options"":[""nosniff""],""Content-Encoding"":[""gzip""]},""ts"":1774010050.4192038,""logger"":""http.log.access.log0"",""request"":{""remote_ip"":""100.64.0.4"",""remote_port"":""62108"",""client_ip"":""118.163.198.6"",""proto"":""HTTP/1.1"",""method"":""GET"",""host"":""texas-hold-em-poker-production-121b.up.railway.app"",""uri"":""/socket.io/socket.io.js"",""headers"":{""Referer"":[""https://texas-hold-em-poker-production-121b.up.railway.app/""],""X-Railway-Request-Id"":[""gJ6-ZVW5R9KflTHpacI7Nw""],""Sec-Ch-Ua-Platform"":[""\""macOS\""""],""Sec-Fetch-Dest"":[""script""],""Sec-Fetch-Mode"":[""no-cors""],""Accept"":[""*/*""],""Accept-Encoding"":[""gzip, deflate, br, zstd""],""Sec-Ch-Ua-Mobile"":[""?0""],""X-Forwarded-Host"":[""texas-hold-em-poker-production-121b.up.railway.app""],""X-Forwarded-Proto"":[""https""],""X-Real-Ip"":[""118.163.198.6""],""User-Agent"":[""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36""],""Cookie"":[""REDACTED""],""X-Railway-Edge"":[""railway/asia-southeast1-eqsg3a""],""Accept-Language"":[""zh-CN,zh;q=0.9""],""Sec-Fetch-Site"":[""same-origin""],""X-Request-Start"":[""1774010050166""],""Priority"":[""u=1""],""Sec-Ch-Ua"":[""\""Chromium\"";v=\""146\"", \""Not-A.Brand\"";v=\""24\"", \""Google Chrome\"";v=\""146\""""],""X-Forwarded-For"":[""118.163.198.6""]}},""bytes_read"":0,""user_id"":"""",""duration"":0.000739986,""size"":4282,""status"":200,""level"":""info""}","{""project"":""c0b90af6-9f87-4f5e-98ed-c7e2dd3b18cb"",""environment"":""737ce8a5-4f56-47b5-869e-fe48358799fc"",""service"":""d62565c3-1369-45a2-a133-9c7bf3d0cc2f"",""deployment"":""5055da8c-1d60-4b31-80ad-bd81c3d13bf2"",""replica"":""82457cec-1f37-4bcb-837f-3dba7859e24c""}",2026-03-20T12:34:10.852682133Z
